"Gene ID","Product","Evidence Code","Reference","Support for Evidence Code Assignment","Transcript ID(s)"
"PF3D7_0918900","gamma-glutamylcysteine synthetase","IDA","PMID:10029315","N/A","PF3D7_0918900.1"
"PF3D7_0919600","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1, putative","ISS","PMID:27492357","InterPro:IPR005013|UniProt:P39656|UniProt:P33767","PF3D7_0919600.1"
"PF3D7_0919800","TLD domain-containing protein","ISM","N/A","Pfam:PF07534","PF3D7_0919800.1"
"PF3D7_0920400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0821600|GeneDB:PVP01_0718800|GeneDB:PmUG01_07031900","PF3D7_0920400.1"
"PF3D7_0920700","CRAL/TRIO domain-containing protein, putative","ISM","N/A","Pfam:PF00650","PF3D7_0920700.1"
"PF3D7_0921200","conserved Plasmodium membrane protein, unknown function","ISO","N/A","GeneDB:PCHAS_0822400|GeneDB:PVP01_0719700|GeneDB:PmUG01_07032700","PF3D7_0921200.1"
"PF3D7_0921600","tetratricopeptide repeat protein, putative","ISM","N/A","InterPro:IPR019734","PF3D7_0921600.1"
"PF3D7_0921700","conserved protein, unknown function","ISO","N/A","UniProt:Q4UG19|UniProt:S8F6Q8|GeneDB:PCHAS_0822900|GeneDB:PVP01_0720200","PF3D7_0921700.1"
"PF3D7_0922100","ubiquitin-like protein, putative","ISM","N/A","InterPro:IPR029071","PF3D7_0922100.1"
"PF3D7_0922300","conserved protein, unknown function","ISO","N/A","UniProt:S7UK61|UniProt:U6MKI2|GeneDB:PCHAS_0823500|GeneDB:PVP01_0720800","PF3D7_0922300.1"
"PF3D7_0922800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0824000|GeneDB:PVP01_0721300|GeneDB:PmUG01_07034300","PF3D7_0922800.1"
"PF3D7_0923300","perforin-like protein 3","ISO","PMID:15520375","GeneDB:PBANKA_0824200","PF3D7_0923300.1"
"PF3D7_0923400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0824600|GeneDB:PVP01_0721900","PF3D7_0923400.1"
"PF3D7_0923500","cyclin-dependent kinases regulatory subunit, putative","ISM","N/A","InterPro:IPR000789|InterPro:IPR036858","PF3D7_0923500.1"
"PF3D7_0924000","patatin-like phospholipase, putative","ISM","PMID:29090840","Pfam:PF01734","PF3D7_0924000.1"
"PF3D7_0924100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0924100.1"
"PF3D7_0924300","thiamine pyrophosphokinase","IDA","PMID:17132104","N/A","PF3D7_0924300.1"
"PF3D7_0924400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0825600|GeneDB:PVP01_0722900","PF3D7_0924400.1"
"PF3D7_0924600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0924600.1"
"PF3D7_0925800","regulator of nonsense transcripts 2, putative","ISS","PMID:31866984","UniProt:Q9HAU5|InterPro:IPR039762","PF3D7_0925800.1"
"PF3D7_0926000","protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_0926000.1"
"PF3D7_0926100","protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_0926100.1"
"PF3D7_0926400","monocarboxylate transporter, putative","ISS","PMID:25669138","UniProt:P53985","PF3D7_0926400.1"
"PF3D7_0926500","tetratricopeptide repeat protein, putative","ISM","N/A","InterPro:IPR011990","PF3D7_0926500.1"
"PF3D7_0926700","glutamine-dependent NAD(+) synthetase, putative","N/A","N/A","N/A","PF3D7_0926700.1"
"PF3D7_0926800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0926800.1"
"PF3D7_0927000","HSP90 co-chaperone p23","IDA","PMID:29191421","N/A","PF3D7_0927000.1"
"PF3D7_0927200","zinc finger protein, putative","ISM","N/A","Pfam:PF00642","PF3D7_0927200.1"
"PF3D7_0928200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0829300|GeneDB:PVP01_0726700|GeneDB:PmUG01_07039800","PF3D7_0928200.1"
"PF3D7_0928300","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0829400|GeneDB:PVP01_0726800|GeneDB:PmUG01_07039900","PF3D7_0928300.1"
"PF3D7_0928700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0928700.1"
"PF3D7_0929400","high molecular weight rhoptry protein 2","IDA","PMID:12615335","N/A","PF3D7_0929400.1"
"PF3D7_0930300","merozoite surface protein 1","IDA","PMID:2995820","N/A","PF3D7_0930300.1"
"PF3D7_0930600","peptidyl-prolyl cis-trans isomerase","IDA","PMID:21549842","N/A","PF3D7_0930600.1"
"PF3D7_0930800","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0930800.1"
"PF3D7_0931100","nucleolar protein Nop52, putative","ISM","N/A","Pfam:PF05997","PF3D7_0931100.1"
"PF3D7_0931700","PIH1 domain-containing protein, putative","ISM","N/A","Pfam:PF08190","PF3D7_0931700.1"
"PF3D7_0932700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_083380|GeneDB:PVP01_0731400|GeneDB:PmUG01_07044500","PF3D7_0932700.1"
"PF3D7_0932800","importin alpha re-exporter, putative","ISS","PMID:19348590","UniProt:P33307|UniProt:P55060","PF3D7_0932800.1"
"PF3D7_0933200","calcyclin-binding protein, putative","ISM","N/A","Pfam:PF05002","PF3D7_0933200.1"
"PF3D7_0933500","gamma-tubulin complex component, putative","ISM","N/A","InterPro:IPR007259","PF3D7_0933500.1"
"PF3D7_0934100","TFIIH basal transcription factor complex helicase XPD subunit","IDA","PMID:25708921","N/A","PF3D7_0934100.1"
"PF3D7_0934900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0934900.1"
"PF3D7_0935800","cytoadherence linked asexual protein 9","IDA","PMID:10737759","N/A","PF3D7_0935800.1"
"PF3D7_0937200","lysophospholipase, putative","ISM","N/A","InterPro:IPR006494","PF3D7_0937200.1"
"PF3D7_0937600","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0937600.1"
"PF3D7_0937800","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0937800.1"
"PF3D7_1000100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1000100.1"
"PF3D7_1001100","acyl-CoA binding protein, isoform 1, ACBP1","N/A","N/A","N/A","PF3D7_1001100.1, PF3D7_1001100.2"
"PF3D7_1001400","exported lipase 1","IDA","PMID:27795395","N/A","PF3D7_1001400.1"
"PF3D7_1001600","exported lipase 2","IDA","PMID:27795395","N/A","PF3D7_1001600.1"
"PF3D7_1002600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1201700|GeneDB:PVP01_0802400|GeneDB:PmUG01_08018500","PF3D7_1002600.1"
"PF3D7_1002800","DnaJ protein, putative","ISM","N/A","Pfam:PF00226","PF3D7_1002800.1"
"PF3D7_1004100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1004100.1"
"PF3D7_1004200","WD repeat-containing protein, putative","ISM","PMID:26043001","InterPro:IPR017986","PF3D7_1004200.1"
"PF3D7_1004300","E3 ubiquitin-protein ligase, putative","ISS","PMID:21930698","UniProt:Q9SPL2","PF3D7_1004300.1"
"PF3D7_1004900","conserved protein, unknown function","ISO","N/A","UniProt:A7AR51|UniProt:U6MSV7|UniProt:S8GIP4|GeneDB:PCHAS_1203900|GeneDB:PVP01_0804600","PF3D7_1004900.1"
"PF3D7_1005000","methionine--tRNA ligase, putative","ISM","N/A","InterPro:IPR014758","PF3D7_1005000.1"
"PF3D7_1005100","U3 small nucleolar RNA-associated protein 25, putative","ISS","PMID:20884785","Pfam:PF06862|UniProt:P40498","PF3D7_1005100.1"
"PF3D7_1005500","regulator of nonsense transcripts 1, putative","ISS","PMID:16931876","UniProt:Q92900","PF3D7_1005500.1"
"PF3D7_1005600","DnaJ protein, putative","ISM","N/A","InterPro:IPR001623","PF3D7_1005600.1"
"PF3D7_1007400","conserved protein, unknown function","ISO","N/A","UniProt:F0VKY0|UniProt:B6ADX5|UniProt:S7UR42|GeneDB:PCHAS_1206300|GeneDB:PVP01_0807100","PF3D7_1007400.1"
"PF3D7_1007700","AP2 domain transcription factor AP2-I","IDA","PMID:28618269","N/A","PF3D7_1007700.1"
"PF3D7_1007800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1206700|GeneDB:PVP01_0807500|GeneDB:PmUG01_08023600","PF3D7_1007800.1"
"PF3D7_1008000","histone deacetylase 2","IDA","PMID:25121747","N/A","PF3D7_1008000.1"
"PF3D7_1008100","PHD finger protein PHD1","IDA","PMID:31728527","N/A","PF3D7_1008100.1"
"PF3D7_1008600","zinc finger (CCCH type) protein, putative","ISM","N/A","InterPro:IPR000571","PF3D7_1008600.1"
"PF3D7_1009200","ribonuclease, putative","ISM","N/A","InterPro:IPR036866","PF3D7_1009200.1"
"PF3D7_1009300","AMP-binding protein, putative","ISM","N/A","Pfam:PF00501","PF3D7_1009300.1"
"PF3D7_1009500","metalloprotease, putative","ISM","N/A","Pfam:PF08325","PF3D7_1009500.1"
"PF3D7_1009600","protein phosphatase PPM10, putative","ISM","PMID:28556455","InterPro:IPR001932","PF3D7_1009600.1"
"PF3D7_1010800","50S ribosomal protein L22, mitochondrial, putative","ISM","N/A","Pfam:PF00237","PF3D7_1010800.1"
"PF3D7_1011100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1011100.1"
"PF3D7_1011300","protein ARV1, putative","ISM","N/A","InterPro:IPR007290","PF3D7_1011300.1"
"PF3D7_1011700","DNA repair protein RAD23, putative","ISS","PMID:26639022","UniProt:P32628|UniProt:P54725","PF3D7_1011700.1"
"PF3D7_1011800","PRE-binding protein","IDA","PMID:24040327","N/A","PF3D7_1011800.1"
"PF3D7_1012100","conserved protein, unknown function","ISO","N/A","UniProt:S8G5S9|UniProt:Q4UI63|UniProt:A0A074TBE6|GeneDB:PCHAS_1211200|GeneDB:PVP01_0812200","PF3D7_1012100.1"
"PF3D7_1012900","autophagy-related protein 18","IDA","PMID:29089429","N/A","PF3D7_1012900.1"
"PF3D7_1013500","phosphoinositide-specific phospholipase C","IDA","PMID:21651909","N/A","PF3D7_1013500.1"
"PF3D7_1013800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1013800.1"
"PF3D7_1013900","translation initiation factor eIF-2B subunit delta, putative","ISS","N/A","UniProt:Q9UI10|UniProt:P12754|PANTHER:PTHR10233:SF14","PF3D7_1013900.1"
"PF3D7_1014300","SPRY domain-containing protein, putative","ISM","N/A","Pfam:PF00622","PF3D7_1014300.1"
"PF3D7_1014500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1014500.1"
"PF3D7_1014600","transcriptional coactivator ADA2","IDA","PMID:15246536","N/A","PF3D7_1014600.1"
"PF3D7_1014700","prohibitin 2, putative","ISO","PMID:29669282","GeneDB:PBANKA_1213100","PF3D7_1014700.1"
"PF3D7_1014900","protein KIC8","IDA","PMID:31896710","N/A","PF3D7_1014900.1"
"PF3D7_1015600","heat shock protein 60","IDA","PMID:9274871","N/A","PF3D7_1015600.1"
"PF3D7_1015900","enolase","IDA","PMID:15606772","N/A","PF3D7_1015900.1"
"PF3D7_1016300","GBP130 protein","IDA","PMID:3512098","N/A","PF3D7_1016300.1"
"PF3D7_1016500","Plasmodium exported protein (PHISTc), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1016500.1"
"PF3D7_1016600","Plasmodium exported protein (PHISTc), unknown function","IDA","PMID:25106850","N/A","PF3D7_1016600.1"
"PF3D7_1017100","rhoptry neck protein 12","IDA","PMID:23937520","N/A","PF3D7_1017100.1"
"PF3D7_1017300","golgi re-assembly stacking protein 2","IDA","PMID:18522993","N/A","PF3D7_1017300.2"
"PF3D7_1017300","golgi re-assembly stacking protein 1","IDA","PMID:16306223","N/A","PF3D7_1017300.1"
"PF3D7_1017700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1017700.1"
"PF3D7_1018200","serine/threonine protein phosphatase 8, putative","ISO","PMID:25011111","GeneDB:PBANKA_0502500","PF3D7_1018200.1"
"PF3D7_1018600","tRNA wybutosine-synthesizing protein, putative","ISM","N/A","InterPro:IPR003827","PF3D7_1018600.1"
"PF3D7_1019000","eukaryotic translation initiation factor subunit eIF2A, putative","ISM","N/A","Pfam:PF08662","PF3D7_1019000.1"
"PF3D7_1019300","zinc finger protein, putative","ISM","N/A","Pfam:PF00642","PF3D7_1019300.1"
"PF3D7_1019600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1019600.1"
"PF3D7_1019700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PRCDC_1019100","PF3D7_1019700.1"
"PF3D7_1020600","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1020600.1"
"PF3D7_1021100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1021100.1"
"PF3D7_1021500","ATP-dependent RNA helicase ROK1, putative","ISS","PMID:20016272","UniProt:P45818","PF3D7_1021500.1"
"PF3D7_1021700","VPS13 domain-containing protein, putative","ISM","N/A","Pfam:PF12624","PF3D7_1021700.1"
"PF3D7_1021800","schizont egress antigen-1","IDA","PMID:24855263","N/A","PF3D7_1021800.1"
"PF3D7_1021900","PHAX domain-containing protein, putative","ISM","PMID:20430857","Pfam:PF10258","PF3D7_1021900.1"
"PF3D7_1022000","RNA-binding protein UIS12, putative","ISO","PMID:33747980","GeneDB:PBANKA_0506200","PF3D7_1022000.1"
"PF3D7_1023100","dynein heavy chain, putative","ISM","N/A","Pfam:PF03028","PF3D7_1023100.1"
"PF3D7_1023700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1023700.1"
"PF3D7_1023800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1023800.1"
"PF3D7_1023900","chromodomain-helicase-DNA-binding protein 1 homolog, putative","N/A","N/A","N/A","PF3D7_1023900.1"
"PF3D7_1024100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1024100.1"
"PF3D7_1024400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1024400.1"
"PF3D7_1025000","Eps15-like protein","IDA","PMID:31896710","N/A","PF3D7_1025000.1"
"PF3D7_1025400","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1025400.1"
"PF3D7_1025500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1025500.1"
"PF3D7_1026600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1026600.1"
"PF3D7_1027000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1027000.1"
"PF3D7_1027100","U3 small nucleolar ribonucleoprotein protein MPP10, putative","ISM","N/A","Pfam:PF04006","PF3D7_1027100.1"
"PF3D7_1028000","methyltransferase, putative","ISM","N/A","Pfam:PF08241","PF3D7_1028000.1"
"PF3D7_1028100","protoporphyrinogen oxidase","IDA","PMID:20603160","N/A","PF3D7_1028100.1"
"PF3D7_1028500","partial CSTF domain-containing protein, putative","ISM","PMID:23181666","Pfam:PF15861","PF3D7_1028500.1"
"PF3D7_1029200","WD repeat-containing protein, putative","ISM","PMID:26043001","InterPro:IPR017986","PF3D7_1029200.1"
"PF3D7_1029300","conserved protein, unknown function","ISO","N/A","UniProt:U6M6G3|UniProt:Q4UA17|UniProt:S8F618|GeneDB:PCHAS_0513400|GeneDB:PVP01_0614400","PF3D7_1029300.1"
"PF3D7_1029900","ORC3 domain-containing protein, putative","ISM","N/A","Pfam:PF07034","PF3D7_1029900.1"
"PF3D7_1031000","ookinete surface protein P25","IDA","PMID:9038325","N/A","PF3D7_1031000.1"
"PF3D7_1031300","SAE2 domain-containing protein, putative","ISM","N/A","Pfam:PF08573","PF3D7_1031300.1"
"PF3D7_1031400","OTU-like cysteine protease","IDA","PMID:28423214, PMID:28423214","N/A","PF3D7_1031400.1, PF3D7_1031400.2"
"PF3D7_1032000","ribosome maturation factor RimM, putative","ISS","PMID:24854538","Pfam:PF01782","PF3D7_1032000.1"
"PF3D7_1032100","mRNA-decapping enzyme subunit 1, putative","ISS","PMID:17612404","UniProt:Q12517","PF3D7_1032100.1"
"PF3D7_1032900","RNA polymerase II-associated protein 1, putative","ISM","N/A","Pfam:PF08620","PF3D7_1032900.1"
"PF3D7_1033100","S-adenosylmethionine decarboxylase/ornithine decarboxylase","IDA","PMID:10713131","N/A","PF3D7_1033100.1"
"PF3D7_1033600","pre-mRNA-splicing factor CEF1, putative","ISS","PMID:21245033","Pfam:PF11831|UniProt:Q03654","PF3D7_1033600.1"
"PF3D7_1035300","glutamate-rich protein GLURP","IDA","PMID:9423833","N/A","PF3D7_1035300.1"
"PF3D7_1035400","merozoite surface protein 3","IDA","PMID:19404387","N/A","PF3D7_1035400.1"
"PF3D7_1035500","merozoite surface protein 6","IDA","PMID:11166390","N/A","PF3D7_1035500.1"
"PF3D7_1035600","merozoite surface protein","IDA","PMID:15664649","N/A","PF3D7_1035600.1"
"PF3D7_1035700","duffy binding-like merozoite surface protein","IDA","PMID:19367830","N/A","PF3D7_1035700.1"
"PF3D7_1035900","merozoites-associated armadillo repeats protein","IDA","PMID:32318061","N/A","PF3D7_1035900.1"
"PF3D7_1036000","merozoite surface protein 11","IDA","PMID:20564187","N/A","PF3D7_1036000.1"
"PF3D7_1036300","duffy binding-like merozoite surface protein 2","IDA","PMID:25074930","N/A","PF3D7_1036300.1"
"PF3D7_1036400","liver stage antigen 1","IDA","PMID:21569184, PMID:3306406","N/A","PF3D7_1036400.1, PF3D7_1036400.1"
"PF3D7_1036500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PRCDC_1035600","PF3D7_1036500.1"
"PF3D7_1036900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0520100|GeneDB:PVP01_0621300|GeneDB:PmUG01_10047700","PF3D7_1036900.1"
"PF3D7_1037000","DNA polymerase zeta catalytic subunit, putative","ISS","PMID:25184562","UniProt:O60673|UniProt:P14284","PF3D7_1037000.1"
"PF3D7_1037500","dynamin-like protein","IDA","PMID:17533148","N/A","PF3D7_1037500.1"
"PF3D7_1037600","TFIIH basal transcription factor complex helicase XPB subunit, putative","ISS","PMID:20016272","UniProt:P19447","PF3D7_1037600.1"
"PF3D7_1037800","dynein intermediate chain, putative","ISS","N/A","N/A","PF3D7_1037800.1"
"PF3D7_1038400","gametocyte-specific protein","IDA","PMID:1600948","N/A","PF3D7_1038400.1"
"PF3D7_1038800","RESA-like protein with PHIST and DnaJ domains","ISM","N/A","Pfam:PF00226|Pfam:PF09687","PF3D7_1038800.1"
"PF3D7_1039900","exported protein family 4","IDA","PMID:23517413","N/A","PF3D7_1039900.1"
"PF3D7_1041300","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1041300.1"
"PF3D7_1100100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1100100.1"
"PF3D7_1100200","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1100200.1"
"PF3D7_1101500","exported protein family 4","IDA","PMID:23517413","N/A","PF3D7_1101500.1"
"PF3D7_1103800","CCR4-NOT transcription complex subunit 1, putative","ISS","PMID:17612404","Pfam:PF04054|UniProt:A5YKK6|UniProt:P25655","PF3D7_1103800.1"
"PF3D7_1104200","chromatin remodeling protein","IDA","PMID:9274876","N/A","PF3D7_1104200.1"
"PF3D7_1104600","radial spoke head protein, putative","ISM","N/A","Pfam:PF04712","PF3D7_1104600.1"
"PF3D7_1104900","calcium/calmodulin-dependent protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_1104900.1"
"PF3D7_1105300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1105300.1"
"PF3D7_1106000","RuvB-like helicase 2","IDA","PMID:24161468","N/A","PF3D7_1106000.1"
"PF3D7_1106200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1106200.1"
"PF3D7_1106500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1106500.1"
"PF3D7_1106600","DEAD/DEAH box helicase, putative","ISM","N/A","InterPro:IPR011545","PF3D7_1106600.1"
"PF3D7_1106800","pseudo-tyrosine kinase-like protein","IDA","PMID:31148576","N/A","PF3D7_1106800.1"
"PF3D7_1107200","conserved protein, unknown function","ISO","N/A","UniProt:S8FF43|UniProt:U6N9N4|UniProt:Q5CXD8|GeneDB:PCHAS_0904600|GeneDB:PVP01_0908000","PF3D7_1107200.1"
"PF3D7_1107300","polyadenylate-binding protein-interacting protein 1, putative","ISM","PMID:21453511","InterPro:IPR003890","PF3D7_1107300.1"
"PF3D7_1107600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1107600.1"
"PF3D7_1107800","AP2 domain transcription factor, putative","ISM","PMID:21060817","Pfam:PF00847","PF3D7_1107800.1"
"PF3D7_1107900","mechanosensitive ion channel protein, putative","ISM","PMID:26796412","TCDB:1.A.23","PF3D7_1107900.1"
"PF3D7_1108000","IWS1-like protein, putative","ISM","N/A","PANTHER:PTHR46010:SF1","PF3D7_1108000.1"
"PF3D7_1108900","tetratricopeptide repeat protein, putative","ISM","N/A","InterPro:IPR011990","PF3D7_1108900.1"
"PF3D7_1109100","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0906300|GeneDB:PVP01_0909900|GeneDB:PmUG01_09018700","PF3D7_1109100.1"
"PF3D7_1110100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1110100.1"
"PF3D7_1110200","pre-mRNA-processing factor 6, putative","ISS","PMID:21245033","UniProt:O94906|UniProt:P19735","PF3D7_1110200.1"
"PF3D7_1110400","RNA-binding protein, putative","ISM","N/A","InterPro:IPR000504","PF3D7_1110400.1"
"PF3D7_1110500","vacuolar protein sorting-associated protein 35, putative","ISS","PMID:24587025","Pfam:PF03635|UniProt:P34110|UniProt:Q96QK1","PF3D7_1110500.1"
"PF3D7_1112100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1112100.1"
"PF3D7_1112300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1112300.1"
"PF3D7_1113000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1113000.1"
"PF3D7_1113400","ubiquitin domain-containing protein DSK2, putative","ISS","PMID:24533266, PMID:26639022, PMID:32057831","UniProt:P48510|UniProt:Q9UHD9","PF3D7_1113400.1, PF3D7_1113400.1, PF3D7_1113400.1"
"PF3D7_1113600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1113600.1"
"PF3D7_1114500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1114500.1"
"PF3D7_1114700","cyclin-dependent-like kinase CLK3","IDA","PMID:25188378, PMID:31467193","N/A","PF3D7_1114700.1, PF3D7_1114700.1"
"PF3D7_1114900","filamin domain-containing protein, putative","ISM","N/A","Pfam:PF00630","PF3D7_1114900.1"
"PF3D7_1116100","serine esterase, putative","ISM","N/A","Pfam:PF05057","PF3D7_1116100.1"
"PF3D7_1116400","guanine nucleotide-exchange factor SEC12","IDA","PMID:18410493","N/A","PF3D7_1116400.1"
"PF3D7_1116600","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative","ISS","PMID:15665075","UniProt:P39007|Pfam:PF02516","PF3D7_1116600.1"
"PF3D7_1117100","ubiquitin carboxyl-terminal hydrolase UCH54","IDA","PMID:16925553","N/A","PF3D7_1117100.1"
"PF3D7_1117400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0913700|GeneDB:PVP01_0918000|GeneDB:PmUG01_09026700","PF3D7_1117400.1"
"PF3D7_1117900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0914200|GeneDB:PVP01_0918500|GeneDB:PmUG01_09027200","PF3D7_1117900.1"
"PF3D7_1118000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PVP01_0918600|GeneDB:PmUG01_09027300|GeneDB:PRELSG_0914800","PF3D7_1118000.1"
"PF3D7_1118200","heat shock protein 90, putative","N/A","N/A","N/A","PF3D7_1118200.1"
"PF3D7_1118600","histone acetyltransferase MYST","IDA","PMID:20807207","N/A","PF3D7_1118600.1"
"PF3D7_1118700","myosin light chain B","IDA","PMID:25802338","N/A","PF3D7_1118700.1"
"PF3D7_1118800","actin-related protein 2/3 complex subunit 1, putative","ISS","PMID:26043001","UniProt:P38328","PF3D7_1118800.1"
"PF3D7_1119400","ubiquitin-protein ligase, putative","ISM","N/A","InterPro:IPR000569","PF3D7_1119400.1"
"PF3D7_1119900","protein transport protein SEC16, putative","ISM","PMID:30050042","Pfam:PF12931","PF3D7_1119900.1"
"PF3D7_1120000","conserved protein, unknown function","ISO","N/A","UniProt:Q4UB60|UniProt:A0A125YNA3|GeneDB:PCHAS_0916100|GeneDB:PVP01_0920600","PF3D7_1120000.1"
"PF3D7_1120300","CorA-like Mg2+ transporter protein, putative","ISM","PMID:26796412","TCDB:1.A.35","PF3D7_1120300.1"
"PF3D7_1120600","DDRGK domain-containing protein, putative","ISM","N/A","InterPro:IPR019153","PF3D7_1120600.1"
"PF3D7_1120700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0916700|GeneDB:PVP01_0921300|GeneDB:PmUG01_09029900","PF3D7_1120700.1"
"PF3D7_1121100","conserved protein, unknown function","ISO","N/A","UniProt:S6BIK2|UniProt:L1LDG0|GeneDB:PCHAS_0917100|GeneDB:0921700","PF3D7_1121100.1"
"PF3D7_1121600","exported protein 1","IDA","PMID:8050527","N/A","PF3D7_1121600.1"
"PF3D7_1121800","peptidase M16, putative","ISM","N/A","Pfam:PF00675","PF3D7_1121800.1"
"PF3D7_1121900","serine/threonine protein kinase, putative","ISM","N/A","InterPro:IPR008271","PF3D7_1121900.1"
"PF3D7_1122000","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0918000|GeneDB:PVP01_0922600|UniProt:S8G022","PF3D7_1122000.1"
"PF3D7_1122100","GPI transamidase component GPI16, putative","ISO","PMID:29784863","GeneDB:PBANKA_0926200","PF3D7_1122100.1"
"PF3D7_1122400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0918400|GeneDB:PVP01_0923000|GeneDB:PmUG01_09031600","PF3D7_1122400.1"
"PF3D7_1122500","protein KIC10","IDA","PMID:31896710","N/A","PF3D7_1122500.1"
"PF3D7_1122800","calcium-dependent protein kinase 6","N/A","N/A","N/A","PF3D7_1122800.1"
"PF3D7_1122900","dynein heavy chain, putative","ISM","N/A","Pfam:PF03028","PF3D7_1122900.1"
"PF3D7_1123000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1123000.1"
"PF3D7_1123300","RING zinc finger protein, putative","ISM","N/A","Pfam:PF13639","PF3D7_1123300.1"
"PF3D7_1123500","golgi protein 2","IDA","PMID:29579782","N/A","PF3D7_1123500.1"
"PF3D7_1123600","RAP protein, putative","ISM","N/A","Pfam:PF08373","PF3D7_1123600.1"
"PF3D7_1124200","thioredoxin-like protein, putative","ISM","N/A","InterPro:IPR036249","PF3D7_1124200.1"
"PF3D7_1124400","U6 snRNA-associated Sm-like protein LSm1, putative","ISS","PMID:17612404","UniProt:O15116|UniProt:P47017","PF3D7_1124400.1"
